,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
2547,CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),--,--,--,--,--,--,SI,SI,--
2548,CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),--,--,--,--,SI,SI,--,SI,--
2549,CORDOBA,Calamuchita,Santa Monica,--,--,--,--,--,--,--,--,--
2550,CORDOBA,Calamuchita,Santa Rosa de Calamuchita,SI,SI,--,SI,SI,SI,SI,SI,--
2551,CORDOBA,Calamuchita,Segunda Usina,--,--,--,--,--,--,--,SI,--
2552,CORDOBA,Calamuchita,Solar de los Molinos,--,--,--,--,--,--,SI,--,--
2553,CORDOBA,Calamuchita,Villa Alpina,--,--,--,--,--,--,--,SI,--
2554,CORDOBA,Calamuchita,Villa Amancay,--,--,--,--,SI,SI,SI,SI,--
2555,CORDOBA,Calamuchita,Villa Berna,SI,--,--,--,SI,--,SI,SI,--
2556,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,--,SI,--,--,SI,--,--,--,--
2557,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),--,--,--,--,--,--,SI,SI,--
2558,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),--,--,--,--,--,--,--,SI,--
2559,CORDOBA,San Justo,Devoto,SI,--,--,SI,SI,SI,SI,--,--
2560,CORDOBA,San Justo,El Arañado,--,SI,--,--,SI,SI,SI,SI,SI
2561,CORDOBA,San Justo,El Fortín,--,SI,--,--,SI,SI,SI,SI,--
2562,CORDOBA,San Justo,El Fuertecito,--,--,--,--,SI,--,SI,SI,--
2563,CORDOBA,San Justo,El Tío,SI,SI,--,SI,SI,SI,SI,--,--
2564,CORDOBA,San Justo,Estación Luxardo,--,--,--,--,SI,SI,--,SI,--
2565,CORDOBA,San Justo,Freyre,SI,SI,--,SI,SI,SI,SI,SI,--
2566,CORDOBA,San Justo,La Francia,SI,--,--,SI,SI,SI,SI,SI,--
2567,CORDOBA,San Justo,La Paquita,SI,--,--,--,SI,--,--,SI,--
2568,CORDOBA,San Justo,La Tordilla,SI,--,--,--,SI,SI,SI,SI,--
2569,CORDOBA,San Justo,Las Varas,--,--,--,SI,SI,SI,SI,--,--
2570,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),SI,SI,--,SI,SI,SI,SI,SI,SI
2571,JUJUY,Ledesma,Maíz Negro,--,--,--,--,--,--,--,--,--
2572,JUJUY,Ledesma,Paulina,--,--,--,--,--,--,--,--,--
2573,JUJUY,Ledesma,Pueblo Ledesma,--,--,--,--,SI,SI,--,--,--
2574,JUJUY,Ledesma,Yuto,--,--,--,--,SI,SI,--,SI,SI
2575,JUJUY,Palpalá,Carahunco,SI,--,--,--,--,--,SI,--,SI
2576,JUJUY,Palpalá,Centro Forestal,SI,--,--,--,--,--,SI,--,--
2577,JUJUY,Palpalá,Mina 9 de Octubre,--,--,--,--,--,--,--,--,--
2578,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),SI,SI,--,SI,SI,SI,SI,SI,SI
2579,JUJUY,Palpalá,Rio Blanco,--,--,--,--,SI,SI,--,--,--
2580,JUJUY,Rinconada,Casa Colorada,--,--,--,--,--,--,--,--,--
2581,JUJUY,Rinconada,Coyaguaima,--,--,--,SI,--,--,--,--,--
2582,JUJUY,Rinconada,Lagunillas de Farallón,--,--,--,SI,--,--,--,--,--
2583,JUJUY,Rinconada,Liviara,--,--,--,--,--,--,--,--,SI
2584,JUJUY,Rinconada,Loma Blanca,--,--,--,--,--,--,--,--,SI
2585,JUJUY,Rinconada,Nuevo Pirquitas,--,--,--,SI,--,--,SI,--,SI
2586,JUJUY,Rinconada,Orosmayo,--,--,--,SI,--,--,--,--,--
2587,JUJUY,Rinconada,Rinconada,--,--,--,--,--,--,--,--,SI
2588,JUJUY,San Antonio,El Ceibal,--,--,--,SI,--,--,--,--,--
2589,JUJUY,San Antonio,La Toma,--,--,--,--,--,--,--,--,--
2590,JUJUY,El Carmen,Puesto Viejo,--,SI,--,--,SI,SI,SI,--,SI
2591,JUJUY,El Carmen,San Isidro,--,--,--,--,--,--,--,--,--
2592,JUJUY,El Carmen,San Juancito,--,--,--,--,SI,--,--,--,--
2593,JUJUY,Humahuaca,Aparzo,--,--,--,--,--,--,--,--,--
2594,JUJUY,Humahuaca,Cianzo,--,--,--,--,--,--,--,--,--
2595,JUJUY,Humahuaca,Coctaca,--,--,--,--,--,--,--,--,--
2596,JUJUY,Humahuaca,El Aguilar,--,--,--,--,SI,SI,SI,--,SI
2597,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),--,--,--,SI,--,--,--,--,--
2598,JUJUY,Humahuaca,Humahuaca,SI,--,--,--,SI,SI,SI,SI,SI
2599,JUJUY,Humahuaca,Palca de Aparzo,--,--,--,--,SI,--,--,--,--
2600,JUJUY,Humahuaca,Palca de Varas,--,--,--,--,--,--,--,--,--
2601,JUJUY,Humahuaca,Rodero,--,--,--,--,--,--,--,--,--
2602,JUJUY,Humahuaca,Tres Cruces,--,--,--,SI,SI,--,--,--,--
2603,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),SI,--,--,SI,--,--,SI,--,--
2604,JUJUY,Ledesma,Bananal,--,--,--,--,--,--,--,--,--
2605,JUJUY,Ledesma,Bermejito,--,--,--,--,--,--,--,--,--
2606,JUJUY,Ledesma,Caimancito,SI,--,--,--,SI,SI,SI,SI,SI
2607,JUJUY,Ledesma,Calilegua,--,SI,--,--,SI,SI,--,SI,SI
2608,JUJUY,Ledesma,Chalicán,--,--,--,--,SI,--,--,SI,--
2609,JUJUY,Ledesma,Fraile Pintado,SI,SI,--,--,SI,SI,SI,SI,SI
2610,JUJUY,Ledesma,Libertad,--,--,--,--,--,--,--,--,--
2611,CORRIENTES,Capital,Laguna Brava,--,--,--,--,SI,SI,SI,--,SI
2612,CORRIENTES,Capital,Riachuelo,--,--,--,--,SI,SI,SI,SI,SI
2613,CORRIENTES,Capital,San Cayetano,--,--,--,--,--,--,--,--,SI
2614,CORRIENTES,Concepción,Concepción,--,--,--,--,SI,--,SI,SI,SI
2615,CORRIENTES,Concepción,Santa Rosa,--,--,--,--,SI,--,SI,SI,--
2616,CORRIENTES,Concepción,Tabay,--,--,--,--,SI,--,SI,SI,SI
2617,CORRIENTES,Concepción,Tatacua,--,--,--,--,SI,--,--,--,SI
2618,CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,--,--,--,--,SI,--,--,SI,SI
2619,CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,SI,--,--,SI,SI,SI,SI,SI,SI
2620,CORRIENTES,Curuzú Cuatiá,Perugorría,--,--,--,--,SI,--,SI,SI,SI
2621,CORRIENTES,Empedrado,El Sombrero,SI,--,--,--,SI,--,SI,SI,SI
2622,CORRIENTES,Empedrado,Empedrado,SI,SI,--,--,SI,SI,SI,SI,SI
2623,CORDOBA,Marcos Juárez,Monte Buey,SI,--,--,--,SI,SI,SI,--,--
2624,CORDOBA,Marcos Juárez,Noetinger,--,--,--,--,--,--,--,--,--
2625,CORDOBA,Marcos Juárez,Saira,SI,--,--,--,--,--,SI,--,--
2626,CORDOBA,Marcos Juárez,Saladillo,--,--,--,--,--,--,SI,--,--
2627,CORDOBA,Marcos Juárez,Villa Elisa,SI,--,SI,--,--,--,SI,--,--
2628,CORDOBA,Minas,Ciénaga del Coro,--,--,--,SI,SI,--,SI,SI,--
2629,CORDOBA,Minas,El Chacho,--,--,--,SI,--,--,--,SI,--
2630,CORDOBA,Minas,Estancia de Guadalupe,--,--,--,--,--,--,SI,SI,--
2631,CORDOBA,Minas,Guasapampa,--,--,--,--,--,--,--,SI,--
2632,CORDOBA,Minas,La Playa,--,--,--,--,--,--,--,SI,--
2633,CORDOBA,Minas,San Carlos Minas,SI,--,--,SI,SI,SI,SI,SI,--
2634,CORDOBA,Minas,Talaini,--,--,--,--,--,--,--,SI,--
2635,CORDOBA,Minas,Tosno,--,--,--,--,--,--,--,SI,--
2636,CORDOBA,Pocho,Chancani,--,--,--,--,SI,--,SI,SI,--
2637,CORDOBA,Pocho,Las Palmas,--,--,--,--,--,--,--,SI,--
2638,CORDOBA,Pocho,Los Talares,--,--,--,--,--,--,--,SI,--
2639,CORDOBA,Pocho,Salsacate,SI,--,--,SI,SI,SI,SI,SI,SI
2640,CORDOBA,Pocho,San Gerónimo,--,--,--,--,--,--,--,SI,--
2641,CORDOBA,Pocho,Tala Cañada,--,--,--,--,SI,--,SI,SI,--
2642,CORRIENTES,Esquina,Esquina,SI,--,--,SI,SI,SI,SI,SI,SI
2643,CORRIENTES,Esquina,Pueblo Libertador,--,--,--,--,SI,--,--,--,SI
2644,CORRIENTES,General Alvear,Alvear,SI,--,--,--,SI,SI,SI,--,SI
2645,CORRIENTES,General Alvear,Estación Torrent,--,--,--,--,SI,--,--,--,SI
2646,CORRIENTES,General Paz,Itá Ibaté,SI,SI,--,--,SI,SI,SI,SI,SI
2647,CORRIENTES,General Paz,Lomas de Vallejos,--,--,--,--,SI,--,--,--,SI
2648,CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,--,SI,--,--,SI,SI,SI,SI,--
2649,CORRIENTES,General Paz,Palmar Grande,--,--,--,--,--,--,--,SI,SI
2650,CORRIENTES,Goya,Colonia Carolina,--,--,--,--,SI,SI,SI,SI,SI
2651,CORRIENTES,Goya,Goya,SI,SI,--,SI,SI,SI,SI,SI,SI
2652,CORRIENTES,ItatÍ,Itatí,SI,--,--,--,SI,SI,SI,SI,SI
2653,CORRIENTES,ItatÍ,Ramada Paso,--,--,--,--,SI,--,--,SI,--
2654,CORDOBA,Presidente Roque Sáenz Peña,General Levalle,SI,SI,--,SI,SI,SI,SI,SI,--
2655,CORDOBA,Presidente Roque Sáenz Peña,La Cesira,SI,--,--,SI,SI,SI,SI,SI,SI
2656,CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,SI,SI,--,SI,SI,SI,SI,SI,--
2657,CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,--,--,--,SI,--,--,--,--,--
2658,CORDOBA,Presidente Roque Sáenz Peña,Melo,--,--,--,SI,SI,SI,SI,SI,--
2659,CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,--,--,--,--,SI,SI,SI,SI,--
2660,CORDOBA,Presidente Roque Sáenz Peña,Rosales,--,--,--,--,SI,SI,SI,SI,--
2661,CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,--,--,--,--,SI,--,SI,SI,--
2662,CORDOBA,Presidente Roque Sáenz Peña,Serrano,--,SI,--,--,SI,SI,SI,SI,SI
2663,CORDOBA,Presidente Roque Sáenz Peña,Villa Rossi,--,--,--,--,SI,--,SI,--,--
2664,CORDOBA,Punilla,Barrio Santa Isabel,--,--,--,--,--,--,--,--,--
2665,CORDOBA,Punilla,Bialet Massé,SI,--,--,SI,SI,SI,SI,SI,--
2666,CORDOBA,Punilla,Cabalango,--,--,--,--,--,--,--,SI,--
2667,CORDOBA,Tulumba,Lucio V. Mansilla,--,--,--,--,SI,SI,SI,--,--
2668,CORDOBA,Tulumba,Rosario del Saladillo,--,--,--,SI,--,--,--,--,--
2669,CORDOBA,Tulumba,San José de la Dormida,SI,--,--,--,SI,SI,SI,SI,SI
2670,CORDOBA,Tulumba,San José de las Salinas,--,--,--,--,SI,SI,--,--,--
2671,CORDOBA,Tulumba,San Pedro Norte,--,--,--,--,--,--,--,SI,--
2672,CORDOBA,Tulumba,Villa Tulumba,--,--,--,SI,SI,SI,SI,SI,--
2673,CORDOBA,Unión,Aldea Santa María,--,--,--,--,--,--,--,--,--
2674,CORDOBA,Unión,Alto Alegre,SI,SI,--,SI,SI,SI,SI,--,--
2675,CORDOBA,Unión,Ana Zumarán,--,--,--,--,SI,--,--,--,--
2676,CORDOBA,Unión,Ballesteros,SI,--,--,SI,SI,SI,SI,SI,--
2677,CORDOBA,Unión,Ballesteros Sur,--,--,--,SI,--,--,SI,SI,--
2678,CORDOBA,Unión,Bell Ville,SI,SI,--,SI,SI,SI,SI,--,--
2679,CORDOBA,Unión,Benjamín Gould,--,--,--,--,SI,--,SI,SI,--
2680,CORRIENTES,Ituzaingó,Colonia Liebig's,--,SI,--,--,SI,SI,SI,SI,SI
2681,CORRIENTES,Ituzaingó,Ituzaingó,SI,--,--,--,SI,SI,SI,--,SI
2682,CORRIENTES,Ituzaingó,San Antonio,--,--,--,--,SI,SI,--,--,--
2683,CORRIENTES,Ituzaingó,San Carlos,--,--,--,--,SI,SI,SI,--,--
2684,CORRIENTES,Ituzaingó,Villa Olivari,--,--,--,--,SI,SI,--,SI,SI
2685,CORRIENTES,Lavalle,Cruz de los Milagros,--,--,--,--,--,--,--,--,--
2686,CORRIENTES,Lavalle,Gobernador Juan E. Martínez,--,--,--,SI,SI,--,SI,SI,SI
2687,CORRIENTES,Lavalle,Lavalle,--,--,--,--,SI,SI,SI,SI,SI
2688,CORRIENTES,Lavalle,Santa Lucía,SI,--,--,SI,SI,SI,SI,SI,SI
2689,CORRIENTES,Lavalle,Villa Córdoba,--,--,--,--,--,--,--,--,--
2690,CORRIENTES,Lavalle,Yatayti Calle,--,--,--,--,SI,--,--,--,--
2691,CORRIENTES,Mburucuyá,Mburucuyá,--,--,--,--,SI,--,SI,SI,SI
2692,CORRIENTES,Mercedes,Felipe Yofré,--,--,--,--,SI,--,SI,--,SI
2693,CORRIENTES,Mercedes,Mariano I. Loza (Est. Justino Solari),--,--,--,--,SI,--,SI,SI,SI
2694,CORRIENTES,Mercedes,Mercedes,SI,SI,--,SI,SI,SI,SI,SI,SI
2695,CORRIENTES,Monte Caseros,Colonia Libertad,--,--,--,--,SI,--,--,SI,--
2696,CORRIENTES,Monte Caseros,Estación Libertad,--,--,--,--,SI,--,--,SI,--
2697,CORRIENTES,Monte Caseros,Juan Pujol,--,--,--,--,SI,--,SI,SI,SI
2698,CORRIENTES,Monte Caseros,Mocoretá,SI,--,--,SI,SI,SI,SI,SI,SI
2699,CORRIENTES,Monte Caseros,Monte Caseros,SI,--,--,SI,SI,SI,SI,SI,SI
2700,CORRIENTES,Monte Caseros,Parada Acuña,--,--,--,--,--,--,--,SI,--
2701,CORRIENTES,Monte Caseros,Parada Labougle,--,--,--,--,--,--,--,SI,--
2702,CORRIENTES,Paso de los Libres,Bonpland,--,--,--,--,SI,--,--,SI,SI
2703,CORRIENTES,Paso de los Libres,Parada Pucheta,--,--,--,--,SI,--,--,SI,SI
2704,CORRIENTES,Paso de los Libres,Paso de los Libres,SI,--,--,SI,SI,SI,SI,SI,SI
2705,CORRIENTES,Paso de los Libres,Tapebicuá,--,--,--,--,SI,--,--,--,--
2706,ENTRE RIOS,Federación,San Pedro,--,--,--,SI,SI,--,--,SI,--
2707,ENTRE RIOS,Federación,San Ramón,--,--,--,--,--,--,--,--,--
2708,ENTRE RIOS,Federación,Santa Ana,--,SI,--,SI,SI,SI,SI,SI,--
2709,ENTRE RIOS,Federación,Villa del Rosario,--,SI,--,SI,--,SI,SI,SI,--
2710,ENTRE RIOS,Federal,Conscripto Bernardi,--,--,--,--,SI,--,SI,SI,--
2711,ENTRE RIOS,Federal,El Cimarrón,--,--,--,--,--,--,SI,SI,--
2712,ENTRE RIOS,Federal,Federal,SI,--,--,SI,SI,--,SI,SI,--
2713,ENTRE RIOS,Federal,Nueva Vizcaya,--,--,--,--,SI,--,--,SI,--
2714,ENTRE RIOS,Federal,Sauce de Luna,--,--,--,SI,SI,--,SI,SI,SI
2715,ENTRE RIOS,Feliciano,San José de Feliciano,--,--,--,--,SI,SI,SI,SI,SI
2716,ENTRE RIOS,Feliciano,San Víctor,SI,--,--,--,SI,--,SI,SI,--
2717,ENTRE RIOS,Gualeguay,Aldea Asunción,--,--,--,--,--,--,SI,--,--
2718,ENTRE RIOS,Gualeguay,Estación Lazo,--,--,--,--,SI,--,SI,--,--
2719,ENTRE RIOS,Gualeguay,General Galarza,SI,--,--,--,SI,SI,SI,SI,--
2720,ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,--,SI,--,--,SI,SI,SI,--,--
2721,ENTRE RIOS,La Paz,Bovril,--,SI,--,SI,SI,SI,SI,SI,--
2722,ENTRE RIOS,La Paz,Colonia Avigdor,--,--,--,--,SI,--,SI,SI,--
2723,ENTRE RIOS,La Paz,El Solar,--,--,--,--,SI,SI,SI,SI,--
2724,ENTRE RIOS,La Paz,La Paz,SI,SI,--,SI,SI,SI,SI,SI,--
2725,ENTRE RIOS,La Paz,Piedras Blancas,--,SI,--,SI,SI,--,SI,SI,--
2726,ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),--,SI,--,--,SI,SI,SI,SI,SI
2727,ENTRE RIOS,La Paz,San Gustavo,--,--,--,SI,SI,SI,SI,SI,--
2728,ENTRE RIOS,La Paz,Santa Elena,SI,SI,--,--,SI,SI,SI,SI,--
2729,ENTRE RIOS,La Paz,Sir Leonard,--,--,--,--,--,--,--,--,--
2730,ENTRE RIOS,Nogoyá,Aranguren,--,SI,--,--,SI,--,SI,SI,SI
2731,ENTRE RIOS,Nogoyá,Betbeder,--,--,--,--,--,--,--,SI,--
2732,ENTRE RIOS,Nogoyá,Don Cristóbal,--,--,--,--,--,--,SI,SI,--
2733,ENTRE RIOS,Nogoyá,Febré,--,--,--,--,--,--,--,SI,--
2734,CABA,COMUNA 15,AGRONOMIA,SI,SI,SI,SI,SI,SI,SI,SI,SI
2735,CORDOBA,Calamuchita,Villa del Dique,SI,--,--,SI,SI,SI,--,SI,--
2736,CORDOBA,Calamuchita,Villa El Tala,--,--,--,--,--,--,--,--,--
2737,CORDOBA,Calamuchita,Villa General Belgrano,--,SI,--,--,SI,SI,SI,SI,SI
2738,CORDOBA,Calamuchita,Villa La Rivera,--,--,--,--,--,--,--,--,--
2739,CORDOBA,Calamuchita,Villa Quillinzo,--,--,--,--,--,--,--,SI,--
2740,CORDOBA,Calamuchita,Villa Rumipal,--,--,--,SI,SI,SI,SI,SI,--
2741,CABA,COMUNA 15,CHACARITA,SI,SI,SI,SI,SI,SI,SI,SI,SI
2742,CORDOBA,Río Seco,Villa de María,--,SI,--,--,SI,SI,SI,SI,--
2743,CORDOBA,Río Segundo,Calchín,--,SI,--,--,SI,SI,SI,--,--
2744,CORDOBA,Río Segundo,Calchín Oeste,--,--,--,--,SI,SI,SI,--,--
2745,CORDOBA,Río Segundo,Capilla del Carmen,--,SI,--,--,SI,--,SI,SI,--
2746,CORDOBA,Río Segundo,Carrilobo,--,SI,--,--,SI,SI,SI,SI,SI
2747,CABA,COMUNA 15,PARQUE CHAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
2748,CORDOBA,Unión,Canals,SI,--,--,SI,SI,SI,SI,SI,--
2749,CORDOBA,Unión,Chilibroste,SI,--,--,SI,--,--,SI,SI,--
2750,CORDOBA,Unión,Cintra,SI,--,--,SI,--,SI,SI,SI,SI
2751,CORDOBA,Unión,Colonia Bismarck,--,SI,--,--,--,--,SI,SI,--
2752,CORDOBA,Unión,Colonia Bremen,--,--,--,--,--,--,--,--,--
2753,CORDOBA,Calamuchita,Villa San Miguel,--,--,--,--,--,SI,--,SI,--
2754,CORDOBA,Calamuchita,Villa Yacanto,--,--,--,--,SI,SI,SI,SI,--
2755,CORDOBA,Capital,Córdoba,SI,SI,SI,SI,SI,SI,SI,SI,SI
2756,CORDOBA,Capital,Jardín Arenales,--,--,--,--,SI,SI,--,--,--
2757,CORDOBA,Capital,La Floresta,--,--,--,--,SI,SI,--,--,--
2758,CORDOBA,Colón,1 De Agosto,--,--,--,--,SI,SI,--,--,--
2759,CORDOBA,Colón,Agua de Oro,SI,--,--,SI,SI,SI,--,SI,--
2760,CORDOBA,Colón,Almirante Brown,--,--,--,--,--,--,--,--,--
2761,CORDOBA,Colón,Ascochinga,SI,--,--,SI,SI,SI,SI,--,--
2762,CORDOBA,Colón,Barrio Nuevo Río Ceballos,--,--,--,--,--,--,--,--,--
2763,CORDOBA,Colón,Canteras El Sauce,--,--,--,--,--,--,--,--,--
2764,CORDOBA,Colón,Casa Bamba,--,--,--,--,--,SI,--,--,--
2765,CORDOBA,Colón,Ciudad De Los Niños,--,--,--,--,--,--,--,--,--
2766,CORDOBA,Río Segundo,Colazo,--,--,--,SI,SI,SI,SI,--,SI
2767,CORDOBA,Río Segundo,Colonia Videla,--,--,--,--,--,--,--,--,--
2768,CORDOBA,Río Segundo,Costasacate,SI,--,--,SI,SI,SI,SI,SI,--
2769,CORDOBA,Río Segundo,Impira,--,--,--,--,--,SI,--,--,--
2770,CORDOBA,Río Segundo,Laguna Larga,SI,--,--,SI,SI,SI,SI,SI,--
2771,CORDOBA,Río Segundo,Las Junturas,SI,--,--,SI,SI,SI,SI,--,SI
2772,CORDOBA,Río Segundo,Los Chañaritos,SI,--,--,SI,SI,--,SI,SI,--
2773,CORDOBA,Río Segundo,Luque,SI,SI,--,SI,SI,SI,SI,SI,--
2774,CORDOBA,Río Segundo,Manfredi,SI,--,--,SI,SI,SI,SI,--,--
2775,CORDOBA,Río Segundo,Matorrales,--,--,--,--,SI,SI,SI,--,--
2776,CABA,COMUNA 11,VILLA GENERAL MITRE,SI,SI,SI,SI,SI,SI,SI,SI,SI
2777,CORDOBA,Colón,Colonia Caroya,SI,SI,--,SI,SI,SI,SI,SI,--
2778,CORDOBA,Colón,Colonia Tirolesa,--,--,--,--,SI,SI,SI,--,--
2779,CORDOBA,Colón,Colonia Vicente Agüero,--,--,--,--,--,--,SI,--,--
2780,CORDOBA,Colón,Corral Quemado,--,--,--,--,--,--,--,--,--
2781,CORDOBA,Colón,Country Chacras de la Villa - Country San Isidro,--,--,--,--,SI,SI,--,--,--
2782,CORDOBA,Colón,Dumesnil,--,--,--,SI,SI,--,--,--,--
2783,CORDOBA,Colón,El Diquecito,--,--,--,--,SI,--,--,--,--
2784,CABA,COMUNA 11,VILLA SANTA RITA,SI,SI,SI,SI,SI,SI,SI,SI,SI
2785,CORDOBA,Río Segundo,Oncativo,SI,SI,--,SI,SI,SI,SI,SI,--
2786,CORDOBA,Río Segundo,Pilar,SI,--,--,SI,SI,SI,SI,SI,SI
2787,CORDOBA,Río Segundo,Pozo del Molle,--,SI,--,--,SI,SI,SI,--,--
2788,CORDOBA,Colón,El Manzano,SI,--,--,--,SI,--,--,SI,--
2789,CORDOBA,Colón,El Pueblito,--,--,--,--,--,SI,--,--,--
2790,CORDOBA,Colón,Estación Colonia Tirolesa,--,--,--,--,--,--,--,--,--
2791,CORDOBA,Colón,General Paz,SI,--,--,--,SI,SI,SI,--,--
2792,CORDOBA,Colón,Jesús María,SI,SI,--,SI,SI,SI,SI,SI,--
2793,CORDOBA,Colón,La Calera,SI,SI,--,SI,SI,SI,SI,SI,SI
2794,CORDOBA,Colón,La Granja,SI,--,--,SI,SI,--,SI,SI,--
2795,CORDOBA,Colón,La Morada,--,--,--,--,SI,SI,--,--,--
2796,CORDOBA,Colón,La Puerta,--,--,--,--,--,--,--,--,--
2797,CORDOBA,Colón,Las Corzuelas,--,--,--,--,SI,--,--,--,--
2798,CORDOBA,Colón,Los Chañaritos,--,--,--,--,--,--,--,--,--
2799,CORDOBA,Colón,Los Molles,--,--,--,--,--,--,--,--,SI
2800,CORDOBA,Colón,Malvinas Argentinas,SI,--,--,SI,SI,SI,SI,SI,--
2801,CORDOBA,Marcos Juárez,Alejo Ledesma,--,--,--,SI,SI,SI,SI,SI,SI
2802,CORDOBA,Marcos Juárez,Arias,SI,--,--,--,SI,SI,SI,--,--
2803,CORDOBA,Marcos Juárez,Camilo Aldao,SI,--,--,--,SI,SI,SI,--,SI
2804,CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,--,--,--,SI,--,--,SI,SI,--
2805,CORDOBA,Marcos Juárez,Cavanagh,--,--,--,--,SI,--,SI,SI,--
2806,CORDOBA,Marcos Juárez,Colonia Barge,--,--,--,--,--,--,--,--,--
2807,CORDOBA,Marcos Juárez,Colonia Italiana,--,SI,--,--,--,SI,--,SI,--
2808,CORDOBA,Marcos Juárez,Colonia Veinticinco,--,--,--,--,--,--,--,--,--
2809,CORDOBA,Marcos Juárez,Corral de Bustos,SI,SI,--,SI,SI,SI,SI,SI,--
2810,CORDOBA,Marcos Juárez,Cruz Alta,SI,--,--,SI,SI,SI,SI,SI,SI
2811,CORDOBA,Marcos Juárez,General Baldissera,SI,--,--,--,SI,SI,SI,--,SI
2812,CORDOBA,Marcos Juárez,General Roca,SI,--,--,SI,SI,SI,SI,--,SI
2813,CORDOBA,Juárez Celman,Charras,--,--,--,SI,SI,SI,SI,SI,--
2814,CORDOBA,Juárez Celman,El Rastreador,--,--,--,--,--,--,--,--,--
2815,CORDOBA,Juárez Celman,General Cabrera,SI,--,--,--,SI,SI,SI,--,--
2816,CORDOBA,Juárez Celman,General Deheza,SI,SI,--,SI,SI,SI,SI,--,--
2817,CORDOBA,Juárez Celman,Huanchillas,--,--,--,SI,SI,--,SI,--,--
2818,CORDOBA,Juárez Celman,La Carlota,SI,--,--,--,SI,SI,SI,--,--
2819,CORDOBA,Juárez Celman,Los Cisnes,SI,SI,--,--,SI,--,SI,--,--
2820,CORDOBA,Juárez Celman,Olaeta,--,SI,--,--,SI,--,SI,--,--
2821,CORDOBA,Juárez Celman,Pacheco de Melo,--,--,--,--,--,--,--,--,--
2822,CORDOBA,Juárez Celman,Paso del Durazno,--,--,--,--,--,--,--,--,--
2823,CORDOBA,Juárez Celman,Santa Eufemia,--,SI,--,--,SI,SI,SI,SI,SI
2824,CORDOBA,Juárez Celman,Ucacha,SI,SI,--,SI,SI,SI,SI,SI,--
2825,CORDOBA,Juárez Celman,Villa Reducción,--,--,--,--,SI,SI,SI,SI,--
2826,CORDOBA,Río Segundo,Rincón,--,SI,--,--,SI,SI,SI,SI,--
2827,CORDOBA,Río Segundo,Río Segundo,SI,--,--,SI,SI,SI,SI,SI,--
2828,CORDOBA,Río Segundo,Santiago Temple,SI,SI,--,--,SI,SI,SI,SI,SI
2829,CORDOBA,Río Segundo,Villa del Rosario,SI,SI,--,SI,SI,SI,SI,SI,--
2830,CORDOBA,San Alberto,Ambul,--,--,--,--,SI,SI,SI,--,--
2831,CORDOBA,San Alberto,Arroyo Los Patos,--,SI,--,SI,SI,--,--,SI,--
2832,CORDOBA,San Alberto,El Huayco,SI,--,--,--,--,--,SI,SI,--
2833,CORDOBA,San Alberto,La Cortadera,--,--,--,SI,--,--,--,--,--
2834,CORDOBA,San Alberto,Las Calles,--,--,--,SI,--,--,SI,SI,--
2835,CORDOBA,San Alberto,Las Oscuras,--,--,--,--,--,--,--,--,--
2836,CORDOBA,San Alberto,Las Rabonas,--,--,--,SI,--,--,--,SI,--
2837,CORDOBA,San Alberto,Los Callejones,--,--,--,--,--,--,--,--,--
2838,CORDOBA,San Alberto,Mina Clavero,SI,SI,--,SI,SI,SI,SI,--,--
2839,CORDOBA,San Alberto,Mussi,--,--,--,--,--,--,--,--,--
2840,CORDOBA,Unión,Idiazabal,--,--,--,SI,SI,SI,SI,SI,SI
2841,CORDOBA,Unión,Justiniano Posse,--,--,--,SI,SI,SI,SI,SI,--
2842,CORDOBA,Unión,Laborde,SI,--,--,--,SI,SI,SI,--,--
2843,CORDOBA,Unión,Monte Leña,--,--,--,--,SI,SI,SI,--,--
2844,CORDOBA,Unión,Monte Maíz,SI,SI,--,SI,SI,SI,SI,--,--
2845,CORDOBA,Unión,Morrison,SI,--,--,SI,SI,SI,SI,--,--
2846,CORDOBA,Unión,Noetinger,--,--,--,SI,SI,SI,SI,SI,--
